x1,x2,x5,x7,x3,x6,x9,x10,x4,x8,y,Label
54.446133214916856,15.509360627100232,73.43958761703014,85.33546101506403,1.65336832065534,-1.5751641863263703,1.1375064958380752,-3.251957830622833,-44.38443296063359,-16.49655856414445,-8.682483551621019,W2C
12.188921208035897,78.6959682964197,81.07920721628282,44.49479782719884,1.3241237429237775,-2.085720183344543,1.2478386907498522,-2.797987996864116,-13.629426872617408,-21.464819582852755,-5.901159605427965,W2C
57.99837874281313,68.98412834359642,71.63865578849115,8.852054971414102,1.5319852503625522,-1.5074323779463847,0.5575346647942572,-2.2311153225224363,-10.719197575370437,-0.6796248969719443,-5.589701183573642,W2C
10.687692309474384,12.151116953766616,48.87824176847179,19.65462642180764,1.7700709576943165,-0.7791490540836603,1.8332690163874277,-1.972721103085814,10.821763946457708,1.9961000577967667,-5.58458471547257,W2C
8.94110023122595,32.95421335238821,79.12848289254009,57.53143565053058,1.2475179296817578,-1.3971327023710547,0.7885671719638903,-2.7661250691880275,-48.45395193472842,-28.544822818335533,-5.430575375588698,W2C
58.17366474211867,20.388647546052386,74.99174220717195,1.6868011467858324,2.039303860602749,-1.0807025022295869,0.7396797078257885,-1.5324845795214466,-19.173893096455075,0.045300999602204683,-4.996771532444398,W2C
56.9304984412202,5.806333889109128,80.03404076738423,11.24837547863783,-1.2763361147773582,1.4013813406954707,-1.6912565442450653,2.387213074148813,106.49190377854372,113.00445573754291,-4.830916150814797,W2C
7.349674733001265,16.979263955094737,4.306742630609717,13.686685788379327,1.702901767703059,-0.5963015100005173,1.7326504091043557,-1.7442259267713371,4.870311466701125,5.152326680316868,-4.810221872257593,W2C
23.72267917359945,44.43938189157698,31.000001121154508,83.32949715204066,-1.3411568617014966,1.0633814475669061,-1.2272007621816048,2.136704684030991,89.6270251800888,68.79724637076603,-4.8011623221691195,W2C
80.74401551640625,2.0510919320391174,69.5828515362152,34.895241145135415,1.4075907401039278,-1.073967667316447,0.7180744240617042,-2.051587777566914,4.740107254268189,-12.165715324136762,-4.716775242255584,W2C
59.36105444464144,73.94835856213277,49.92390069416756,63.973799737837446,1.4362060253320563,-1.5785864103422176,0.9617259154303514,-1.958101085550605,14.429731506899948,-6.322676426649636,-4.605749877187623,W2C
